Review,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
Muy bien los postres y el matambre.,0,0,0,0,0,1,0,0,0,0,0,0
"Se podria mejorar la iluminaciÃ³n en la planta superior, demasiada luz plana.",1,0,0,0,0,0,0,0,0,0,0,0
Recomendable 100%.,0,0,0,0,0,0,0,0,1,0,0,0
"Un sitio precioso, con un ambiente exquisito.",1,0,0,0,0,0,0,0,0,0,0,0
El servicio inmejorable y la comida excepcional!!,0,0,0,0,0,1,0,0,0,0,0,1
Exquisitas las ensaladas y la carne.,0,0,0,0,0,1,0,0,0,0,0,0
Abundante comida.,0,0,0,0,0,0,1,0,0,0,0,0
Seguro que no te quedas con hambre y la claidad excelente.,0,0,0,0,0,1,0,0,0,0,0,0
La calidad de las carnes es insuperable y quiero destacar el excelente servicio recibido.,0,0,0,0,0,1,0,0,0,0,0,1
Si no has probado sus carnes te estas perdiendo algo muy grande!,0,0,0,0,0,1,0,0,0,0,0,0
Estuve cenando con unos amigos y la comida estuvo riquÃ­sima y el trato de las camareras excelente.,0,0,0,0,0,1,0,0,0,0,0,1
Repetiremos seguro!!,0,0,0,0,0,0,0,0,1,0,0,0
Lo mejor: dejarse aconsejar por ellos a la hora de elegir plato.,0,0,0,0,0,0,0,0,0,0,0,1
Me encanto!!!,0,0,0,0,0,0,0,0,1,0,0,0
Sobran las palabras...volverÃ© seguro!,0,0,0,0,0,0,0,0,1,0,0,0
El restaurants comimos muy bien y ademas un servicio encantador y eficiente.,0,0,0,0,0,1,0,0,0,0,0,1
"En algunos momentos, nos llegamos a preguntar si lo que tenÃ­amos en la boca era carne o un trozo de neumÃ¡tico.",0,0,0,0,0,1,0,0,0,0,0,0
Decepcionante...,0,0,0,0,0,0,0,0,1,0,0,0
"La calidad de la comida excelente, el servicio super amable y siempre atento.",0,0,0,0,0,1,0,0,0,0,0,1
El ambiente muy acogedor.,1,0,0,0,0,0,0,0,0,0,0,0
Una experiencia culinaria inolvidable.,0,0,0,0,0,0,0,0,1,0,0,0
Comida y Servicio estupendo,0,0,0,0,0,1,0,0,0,0,0,1
Todo muy bueno,0,0,0,0,0,0,0,0,1,0,0,0
"ambiente Ã­ntimo y tranquilo, buen trato y buena calidad en las carnes.",1,0,0,0,0,1,0,0,0,0,0,1
El precio un tanto elevado pero razonable.,0,0,0,0,0,0,0,0,0,0,1,0
"Excelente carta, carnes exquisitas, especialidades riquÃ­simas, ambiente Ã­ntimo y servicio atento.",1,0,0,0,0,1,1,0,0,0,0,1
Muy buena relaciÃ³n calidad-precio.,0,0,0,0,1,1,0,0,0,0,0,0
"Buen servicio, ambiente y excelente comida.",1,0,0,0,0,1,0,0,0,0,0,1
"La comida muy rica, pero el local extremadamente ruidoso (sobre todo el piso de arriba).",1,0,0,0,0,1,0,0,0,0,0,0
Llegaba un momento en que apetecÃ­a irse por el ruido.,1,0,0,0,0,0,0,0,0,0,0,0
Poca intimidad.,1,0,0,0,0,0,0,0,0,0,0,0
"QuizÃ¡s bueno para cenas de grupo, pero parejas abstenerse.",0,0,0,0,0,0,0,0,1,0,0,0
"Local casi perfecto, cocina impecable, cantidad mÃ¡s que abundante, extensa carta (comida y vinos) y precio adecuado a lo que oferta.",1,0,0,1,0,1,1,0,0,0,1,0
"Muy recomendable, por tanto.",0,0,0,0,0,0,0,0,1,0,0,0
"Como salvedad, dirÃ© que, a excepciÃ³n del jefe de sala (o propietario, cosa que desconozco), atento, educado y detallista, el resto del servicio, pinganillos inalÃ¡mbricos incluidos, no estÃ¡ a la altura del resto, mÃ¡s en lo que respecta a educaciÃ³n y formas que a la capacidad: habrÃ­a que cuidar aspectos como retirar casi a la carrera platos sin terminar, tutear por defecto u ofrecer el silencio como toda respuesta a la duda del comensal en la elecciÃ³n entre dos opciones.",0,0,0,0,0,0,0,0,0,0,0,1
"Es una pena que inviertiendo exitosamente en lo complicado (local, materia prima, imagen, sitio web) se pase por alto lo bÃ¡sico: un par de camareros dÃ­scolos que hagan rebajar la nota de un cliente de un excelente a un notable alto.",1,0,0,0,0,1,0,0,0,1,0,1
"Fue una cena perfecta, por el lugar y sobre todo por la comida.",1,0,0,0,0,1,0,0,0,0,0,0
Tienen una carta bastante extensa donde cada plato parece mejor que el anterior.,0,0,0,0,0,0,1,0,0,0,0,0
"Para los amantes de la carne no dudÃ©is en pedir el Solomillo del Chef, exquisÃ­to.",0,0,0,0,0,1,0,0,0,0,0,0
<->Aunque los productos sean de calidad el precio es elevado,0,0,0,0,1,1,0,0,0,0,0,0
SÃ³lo puedo decir cosas buenas de este restaurante.,0,0,0,0,0,0,0,0,1,0,0,0
Comimos muy bien y bien atendidos.,0,0,0,0,0,1,0,0,0,0,0,1
Las gambas fresquÃ­simas.,0,0,0,0,0,1,0,0,0,0,0,0
Una maravilla como estÃ¡ decorado.,1,0,0,0,0,0,0,0,0,0,0,0
Muy agradable y con unas vistas increÃ­bles.,1,0,0,0,0,0,0,0,0,0,0,0
"De la comida no tengo nada que decir, pero las mesas se tocan, el servicio no es amable, en definitiva muy caro para lo que es calida precio totalmente desequilibrada.",1,0,0,0,0,1,0,0,0,0,1,1
La comida muy buena.,0,0,0,0,0,1,0,0,0,0,0,0
Lo que no me gusta es el servicio.,0,0,0,0,0,0,0,0,0,0,0,1
"El Ãºltimo dÃ­a que fuimos pedimos ostras y nos sentaron mal, a parte de que el camarero que nos sirviÃ³ servÃ­a el cava chorreando toda la mesa...pasarÃ¡ mucho tiempo hasta q vuelva...",0,0,0,0,0,1,0,0,1,0,0,1
La Ãºnica sonrisa que vimos entre el personal fue de la chica que nos condujo a nuestra mesa.,0,0,0,0,0,0,0,0,0,0,0,1
"A partir de ahi, caras serias (por no decir de mal humor), distraidas, de los camareros... que a veces se hacÃ­an esperar, y otras veces se abalanzaban para liquidar la mesa.",0,0,0,0,0,0,0,0,0,0,0,1
"Cubiertos mal puestos, sin la mas mÃ­nima delicadeza.",0,0,0,0,0,0,0,0,0,0,0,1
"Platos mal presentados, sobrevolando las cabezas de los comensales.",0,0,0,0,0,0,0,0,0,0,0,1
El servicio realmente malo.,0,0,0,0,0,0,0,0,0,0,0,1
"La comida decente, aunque en relaciÃ³n al precio no estaba a la altura.",0,0,0,0,1,1,0,0,0,0,0,0
"Lo siento, pero no lo recomiendo en tales condiciones.",0,0,0,0,0,0,0,0,1,0,0,0
"Ya no es lo que era...Ramon,ha bajado mucho, el servicio, la calidad de la comida, lo unico, la terraza.",1,0,0,0,0,1,0,0,1,0,0,1
"Sabado pasado, a las 13h, poca gente, o sea,cocina sin agobios, paella,simplemente lamentable.",0,0,0,0,0,1,0,0,0,0,0,0
"Es una pena,era de lo mejorcito de Barcelona",0,0,0,0,0,0,0,0,1,0,0,0
Cena de negocio a mÃ¡s de 50 â¬ pp y de primeros: longaniza de vic?,0,0,0,0,0,0,0,0,1,0,0,0
tal vez del Lidl; anchoas?,0,0,0,0,0,1,0,0,0,0,0,0
"una o dos pp; de segundo bacalao a la llauna diminuto con ""secas"" de lata / carne con patatas fritas fast food.",0,0,0,0,0,1,0,0,0,0,0,0
"por el precio podrÃ­an haber sido ""peladas y fritas"", no?",0,0,0,0,1,0,0,0,0,0,0,0
"en fin, lleno de turistas que vienen una sola vez (de los cruceros?)",1,0,0,0,0,0,0,0,0,0,0,0
muy defraudado por el precio y la calidad; antes no eran asÃ­!,0,0,0,0,0,1,0,0,1,0,1,0
El servicio fue perfecto.,0,0,0,0,0,0,0,0,0,0,0,1
La cocina deliciosa.,0,0,0,0,0,1,0,0,0,0,0,0
A travÃ©s de los aÃ±os nunca me han defraudado es un valor seguro.,0,0,0,0,0,0,0,0,1,0,0,0
La relaciÃ³n calidad precio tambiÃ©n es buena alrededor de 50 â¬ por persona pero para una cena perfecta no lo considero caro.,0,0,0,0,0,0,0,0,0,0,1,0
"Arroz caldoso lamentable (para guiris, puede estar hasta bueno) y caro en general.",0,0,0,0,1,1,0,0,0,0,0,0
"Muy bueno, calidad, servicio que justifican su precio.",0,0,0,0,0,1,0,0,1,0,0,1
"Y de vulgar nada de nada, todo lo contrario.",0,0,0,0,0,0,0,0,1,0,0,0
Lo recomiendo a los que son capaces de apreciar y valorar el placer gastronÃ³mico.,0,0,0,0,0,1,0,0,0,0,0,0
"Personalmente este restaurante, ya por el servicio y la actitud de los camareros, del maitrÃª es excelente, creo que este restaurante se merece una estrella michelin, ya que se come muy bien, son unas grandes personas.",0,0,0,0,0,1,0,0,1,0,0,1
El local es bonito y la situaciÃ³n inmejorable.,1,0,0,0,0,0,0,1,0,0,0,0
Sin embargo el precio es muy alto y con el tiempo ha ido subiendo de forma espectacular sin que mejore el producto.,0,0,0,0,0,0,0,0,0,0,1,0
Yo no lo recomiendo.,0,0,0,0,0,0,0,0,1,0,0,0
Caro.,0,0,0,0,0,0,0,0,0,0,1,0
La comida siempre bien.,0,0,0,0,0,1,0,0,0,0,0,0
Si te toca cerca de los ventanales vistas de lujo.,1,0,0,0,0,0,0,0,0,0,0,0
Comida excelente asi como su el servicio de camarero.,0,0,0,0,0,1,0,0,0,0,0,1
Un tanto caÃ³tica la recepciÃ³n.,0,0,0,0,0,0,0,0,0,0,0,1
"En cuanto a la carta, el tartar de lubina, supremo asÃ­ como sus postres.",0,0,0,0,0,1,0,0,0,0,0,0
Volveremos.,0,0,0,0,0,0,0,0,1,0,0,0
gracias,0,0,0,0,0,0,0,0,1,0,0,0
Ãptimo en la calidad del producto y su elaboraciÃ³n.,0,0,0,0,0,1,0,0,0,0,0,0
Servicio excelente.,0,0,0,0,0,0,0,0,0,0,0,1
Homogeneidad imbatible.,1,0,0,0,0,0,0,0,0,0,0,0
No se puede pedir mÃ¡s.,0,0,0,0,0,0,0,0,1,0,0,0
He visitado este restaurante cada vez que viajo a Barcelona y siempre ha sido excelso.,0,0,0,0,0,0,0,0,1,0,0,0
"No puedo mÃ¡s que recomendarlo ya que, sin duda, es uno de los valores mÃ¡s seguros de la Ciudad Condal.",0,0,0,0,0,0,0,0,1,0,0,0
Servicio impecable y se come de maravilla!,0,0,0,0,0,0,0,0,1,0,0,1
"Buen reestaurante, buena calidad en los platos.",0,0,0,0,0,1,0,0,1,0,0,0
El Ãºnico defecto es que es muy ruidoso y en algunos lugares las mesas estan muy pegadas unas a otras y creo que por el precio que pagas  podrÃ­an tener las mesas mas separadas.,1,0,0,0,0,0,0,0,0,0,0,0
Buenisima la langosta a la plancha,0,0,0,0,0,1,0,0,0,0,0,0
Lugar perfecto.,0,0,0,0,0,0,0,0,1,0,0,0
Comida digna y servicio excelente.,0,0,0,0,0,1,0,0,0,0,0,1
Para ir y repetir.,0,0,0,0,0,0,0,0,1,0,0,0
excelemte cocina y excelente servicio,0,0,0,0,0,1,0,0,0,0,0,1
Es una pasada.,0,0,0,0,0,0,0,0,1,0,0,0
La atenciÃ³n y esmero del servicio y de su maitre son dignos de premio.,0,0,0,0,0,0,0,0,0,0,0,1
Un valor seguro.,0,0,0,0,0,0,0,0,1,0,0,0
Producto y cocina catalana y marinera de un muy buen nivel y servicio excelente.,0,0,0,0,0,1,0,0,0,0,0,1
Un restaurante muy homogÃ©neo y que nunca defraudarÃ¡.,0,0,0,0,0,0,0,0,1,0,0,0
"Repito cada vez que puedo, con la familia o con la empresa.",0,0,0,0,0,0,0,0,1,0,0,0
"La atenciÃ³n es exquisita y la comida (fideua,arroces y entrantes) de muy buena calidad.",0,0,0,0,0,1,0,0,0,0,0,1
El precio lo vale y el entorno mÃ¡s.,1,0,0,0,0,0,0,0,0,0,1,0
Muy recomendable.,0,0,0,0,0,0,0,0,1,0,0,0
No es nada barato pero ofrece calidad y los platos estÃ¡n bien cocinados y con elementos frescos.,0,0,0,0,0,1,0,0,0,0,1,0
"Buen ambiente, servicio mediocre.",1,0,0,0,0,0,0,0,0,0,0,1
"fuimos a cenar para un cumpleaÃ±os con amigos y fue fantastico, un buen trato  y la comida excelente, sobretodo el solomillo a los 3 quesos y la cabra caliente sobre pure de manzana...",0,0,0,0,0,1,0,0,1,0,0,1
"Calidad/Precio :elevado , la ubicaciÃ³n y el entorno muy agradable, pero en el interior hay un exceso de ruido que hacer sentirse incÃ³modo y no disfrutar de la comida, sinceramente prefiero otros donde me encuentro mas agusto.",1,0,0,0,1,1,0,1,1,0,0,0
"Un lugar magnÃ­fico para comer buen marisco y cualquiera de sus arroces o suquet, aunque muy recomendable, no lo recomendarÃ­a para una cena Ã­ntima romÃ¡ntica, puesto que las conversaciones de las mmesas vecinas son muy animadas, puesto que el local se presta a ello, y el ambiente es de familias o grupos en general.",1,0,0,0,0,1,0,0,0,0,0,0
"Servicio excelente, vistas magnÃ­ficas y excelente relaciÃ³n calidad-precio, siempre teniendo en cuenta que la calidad es muy alta.",1,0,0,0,1,1,0,0,0,0,0,1
MÃ¡s que recomendable.,0,0,0,0,0,0,0,0,1,0,0,0
"he ido varias veces pero el sitio es para turistas y aunque la calidad es buena el precio es exagerado y el servicio deja mucho que desear, sobretodo en cuanto a las reservas.",0,0,0,0,0,1,0,0,0,0,1,1
solo irÃ© como ultimo recurso.,0,0,0,0,0,0,0,0,1,0,0,0
"Me parece un lugar estupendo, la comida estÃ¡ buenisima y el servicio estupendo, dignos de admirar.",0,0,0,0,0,1,0,0,1,0,0,1
un lugar para ir con alguien especial(como fuÃ­ yo..),0,0,0,0,0,0,0,0,1,0,0,0
Estuve de nuevo en el Restaurante Barceloneta y pude disfrutar otra vez de una comida excelente:,0,0,0,0,0,1,0,0,0,0,0,0
"Unos entrantes magnÃ­ficos: BuÃ±uelos de Bacalao, Revuelto de ceps con butifarra y gambas al ajillo.",0,0,0,0,0,1,0,0,0,0,0,0
De postres el magnÃ­fico TiramisÃº y un Queso Gallego de Tetilla con Dulce de Membrillo.,0,0,0,0,0,1,0,0,0,0,0,0
"El producto de primera, la elaboraciÃ³n excelente y el servicio impecable.",0,0,0,0,0,1,0,0,0,0,0,1
"La luz natural que entra por la vidriera de la terraza, aÃ±adida a la decoraciÃ³n tan acogedora da una sensaciÃ³n de bienestar difÃ­cil de conseguir en otros lugares.",1,0,0,0,0,0,0,0,0,0,0,0
"En fin, que voy a regresar tantas veces como pueda y siempre que visite Barcelona.",0,0,0,0,0,0,0,0,1,0,0,0
Uno de mis restaurantes favoritos.,0,0,0,0,0,0,0,0,1,0,0,0
"Como ya he leÃ­do en algÃºn comentario, de los pocos sitios donde se paga lo que se come, y se come bien, muy bien.",0,0,0,0,0,1,0,0,0,0,0,0
Es un sitio fantÃ¡stico por la buena calidad de sus productos.,0,0,0,0,0,1,0,0,1,0,0,0
Los arroces y suquets inmejorables.,0,0,0,0,0,1,0,0,0,0,0,0
"El local impresionante, con una terraza preciosa con vistas al puerto.",1,0,0,0,0,0,0,0,0,0,0,0
"El servicio, mas que correcto.",0,0,0,0,0,0,0,0,0,0,0,1
"La comida, excepcional para mi gusto.",0,0,0,0,0,1,0,0,0,0,0,0
"Los precios, depende de lo que pidas, puedes estar entre 40 y 60 euros por persona.",0,0,0,0,0,0,0,0,0,0,1,0
"Destacar los arroces, la caldereta de bogavante, las zamburiÃ±as al horno y los platos de ""picoteo"" y los pescados en general.",0,0,0,0,0,1,0,0,0,0,0,0
Inmejorable calidad.,0,0,0,0,0,1,0,0,0,0,0,0
Especialmente exquisitos los buÃ±uelos de bacalao y el arroz caldoso ah y el jamÃ³n de vicio.,0,0,0,0,0,1,0,0,0,0,0,0
Una de las mejores paellas que he comido en un restaurante en Barcelona.,0,0,0,0,0,1,0,0,0,0,0,0
AdemÃ¡s tiene una terraza impresionamnte.,1,0,0,0,0,0,0,0,0,0,0,0
Si tienes cuidado con lo que pides puedes comer muy bien sin dejarte la cartera.,0,0,0,0,1,1,0,0,0,0,0,0
Del todo recomendable.,0,0,0,0,0,0,0,0,1,0,0,0
"Posiblemente el restaurante con la mejor terraza de Barcelona, con vistas al mar y una comida estupenda.",1,0,0,0,0,1,0,0,0,0,0,0
Servicio bueno pero poca simpatÃ­a.,0,0,0,0,0,0,0,0,0,0,0,1
Arroz muy bueno pero escasa raciÃ³n.,0,0,0,0,0,1,1,0,0,0,0,0
Los vinos carÃ­simos.,0,1,0,0,0,0,0,0,0,0,0,0
Mesa interior sin vistas.,1,0,0,0,0,0,0,0,0,0,0,0
No repetiremos.,0,0,0,0,0,0,0,0,1,0,0,0
Somos clientes asiduos .segir que lo bordais GRACIAS .,0,0,0,0,0,0,0,0,1,0,0,0
"restaurante de lujo autentico, con un pianista muy ameno que te hace pasar una cena romantica especialmente si vas acompaÃ±ado de alguien especial.",1,0,0,0,0,0,0,0,1,0,0,0
muy buena paella,0,0,0,0,0,1,0,0,0,0,0,0
Un valor seguro para comer.,0,0,0,0,0,0,0,0,1,0,0,0
Toda la comida muy buena y un servicio al mismo nivel.,0,0,0,0,0,1,0,0,0,0,0,1
"La paella, una de las mejores de la ciudad.",0,0,0,0,0,1,0,0,0,0,0,0
Nos ha encantado.,0,0,0,0,0,0,0,0,1,0,0,0
"Cenar en la terraza: fantastico, el servicio: excelente, la comida: fabulosa, el precio: bueno, pelÃ­n caro, pero vale la pena.",1,0,0,0,0,1,0,0,0,0,1,1
Repetiremos.,0,0,0,0,0,0,0,0,1,0,0,0
<->No hay nada negativo.,0,0,0,0,0,0,0,0,1,0,0,0
<+>La excelencia en el producto y la homogeneidad.,0,0,0,0,0,1,0,0,0,0,0,0
<+>este restaurante siempre es excelente.,0,0,0,0,0,0,0,0,1,0,0,0
<+>Nunca falla.,0,0,0,0,0,0,0,0,1,0,0,0
<+>Es un valor seguro.,0,0,0,0,0,0,0,0,1,0,0,0
"Como siempre, no decepciona, magnificos pescados, atencion extraordinaria y vistas de Barcelona mientras almuerzas en la terraza muy bonitas",1,0,0,0,0,1,0,0,1,0,0,1
Una comida deliciosa.,0,0,0,0,0,1,0,0,0,0,0,0
Excelente arroz y buen trato.,0,0,0,0,0,1,0,0,0,0,0,1
La localizacion es muy buena.,0,0,0,0,0,0,0,1,0,0,0,0
Si tienes oportunidad de comer en la terraza...un plus.,1,0,0,0,0,0,0,0,0,0,0,0
Gran clasico de la barceloneta con un servicio inmejorable!!!,0,0,0,0,0,0,0,0,0,0,0,1
Hay que repetir!!!,0,0,0,0,0,0,0,0,1,0,0,0
Excelente materia prima y fantÃ¡stico marco en la terraza con vistas al Muelle de EspaÃ±a.,1,0,0,0,0,1,0,0,0,0,0,0
Servicio muy amable y profesional.,0,0,0,0,0,0,0,0,0,0,0,1
"Sin dudarlo, volveremos!!!",0,0,0,0,0,0,0,0,1,0,0,0
SolicitÃ© en la reserva terraza y creo que estuve en una de las mejores mesas con terraza.,1,0,0,0,0,0,0,0,0,0,0,0
El servicio muy correcto tanto en atenciÃ³n como en educaciÃ³n.,0,0,0,0,0,0,0,0,0,0,0,1
Rapidez en la gestiÃ³n del pedido y la calidad acorde al precio.,0,0,0,0,0,1,0,0,0,0,0,1
QuizÃ¡s los postres y los vinos un poco caros.,0,1,0,0,1,0,0,0,0,0,0,0
Zumo naranja 6â¬ me parece un poco exagerado.,0,1,0,0,0,0,0,0,0,0,0,0
"comimos bien,sevicio amable,tardaron 2 plato mucho tiempo y no me gusto que aun quedando en la paella  y fideua mas racion,se la llevaron sin preguntar.",0,0,0,0,0,0,0,0,1,0,0,1
Solo puedo dar un 10 a su cocina de una calidad y frescura incomparable.,0,0,0,0,0,1,0,0,0,0,0,0
la Ãºnica pega o sorpresa fue a la hora del cafÃ© ya que me sirvieron el mismo que en el Burger King.,0,0,1,0,0,0,0,0,0,0,0,0
por lo demÃ¡s 10.,0,0,0,0,0,0,0,0,1,0,0,0
"El servicio y el local es muy aceptable,pero la relaciÃ³n calidad precio esta descompensada.se le tendrÃ­a que explicar al cocinero,que el pulpo no se calienta en el microondas y menos si se le pone el pimentÃ³n y el aceite ya que se quema y reseca.",1,0,0,0,0,1,0,0,0,0,0,1
"El resto,pasable y sin mas pretensiones pero no valÃ­a el precio que nos cobraron.",0,0,0,0,0,0,0,0,0,0,1,0
"muy buen servicio, incluido aparca coches, esta todo en el nivel de calidad excelente.",0,0,0,0,0,1,0,0,0,0,0,1
El servicio desconoce la carta que ademÃ¡s baja la calidad que solÃ­a tener.,0,0,0,0,0,1,0,0,0,0,0,1
Excelente materia prima y muy buena elaboraciÃ³n.,0,0,0,0,0,1,0,0,0,0,0,0
Servicio atento.,0,0,0,0,0,0,0,0,0,0,0,1
Los platos servidos en su justo momento.,0,0,0,0,0,0,0,0,0,0,0,1
Buena cara de vinos.,0,0,0,1,0,0,0,0,0,0,0,0
Local con decoraciÃ³n  clÃ¡sica y marinera.,1,0,0,0,0,0,0,0,0,0,0,0
LÃ¡stima que el tiempo no acompaÃ±o para disfrutar de su agradable terraza con vistas al mar,1,0,0,0,0,0,0,0,0,0,0,0
Volveremos sin duda,0,0,0,0,0,0,0,0,1,0,0,0
"Buen ambiente con vistas al puerto,  estupenda comida, los arroces muy ricos, el servicio atento y profesional.",1,0,0,0,0,1,0,0,0,0,0,1
"Calidad y buen servicio, son los adjetivos ",0,0,0,0,0,1,0,0,0,0,0,1
"PreparaciÃ³n de los platos, pescado en los dos casos, correcta pero presentaciÃ³n dejaba mucho que desear.",0,0,0,0,0,1,0,0,0,0,0,1
"Servicio tan atento que al final se hace pesado, urgencia por vaciar los platos de los entrantes compartidos queriendo continuamente servirnos.",0,0,0,0,0,0,0,0,0,0,0,1
"11:00 de la noche cocineros empiezan a limpiar cocina; el olor a plancha, pescado y detergente invade la sala.",1,0,0,0,0,0,0,0,0,0,0,0
"Postres nada atractivos, la misma carta de postres de los Ãºltimos 15 aÃ±os.",0,0,0,0,0,1,1,0,0,0,0,0
"Una pena, no creo que volvamos",0,0,0,0,0,0,0,0,1,0,0,0
"Como siempre, servicio muy correcto, rÃ¡pido y excelente comida.",0,0,0,0,0,1,0,0,0,0,0,1
Comedor espacioso.,1,0,0,0,0,0,0,0,0,0,0,0
Inmejorables vistas.,1,0,0,0,0,0,0,0,0,0,0,0
Servicio atento al cliente.,0,0,0,0,0,0,0,0,0,0,0,1
Ambiente familiar.,1,0,0,0,0,0,0,0,0,0,0,0
Cocina inmejorable.,0,0,0,0,0,1,0,0,0,0,0,0
Notable en general.,0,0,0,0,0,0,0,0,1,0,0,0
Pescado y marisco muy fresco y sabroso.,0,0,0,0,0,1,0,0,0,0,0,0
"La terraza por la noche, si el tiempo acompaÃ±a, genial (pedirla al hacer la reserva)",1,0,0,0,0,0,0,0,0,0,0,0
"Muy satisfactoria, recomedare este restaurante entre mis allegados.",0,0,0,0,0,0,0,0,1,0,0,0
"La comida es buena y el local agradable pero ""permitian fumar"" inconcebible en una zona que decian ""terraza"" y que estaba comunicada con el salon y con toldos bajados.",1,0,0,0,0,1,0,0,0,0,0,0
