text,target,category,polarity,from,to
Abundante comida.,comida~,FOOD#STYLE_OPTIONS~,positive~,10~,16~
Seguro que no te quedas con hambre y la claidad excelente.,NULL~,FOOD#QUALITY~,positive~,0~,0~
La calidad de las carnes es insuperable y quiero destacar el excelente servicio recibido.,carnes~servicio~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,18~71~,24~79~
Si no has probado sus carnes te estas perdiendo algo muy grande!,carnes~,FOOD#QUALITY~,positive~,22~,28~
Estuve cenando con unos amigos y la comida estuvo riquísima y el trato de las camareras excelente.,comida~trato~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,36~65~,42~70~
Repetiremos seguro!!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Lo mejor: dejarse aconsejar por ellos a la hora de elegir plato.,ellos~,SERVICE#GENERAL~,positive~,32~,37~
Me encanto!!!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Sobran las palabras...volveré seguro!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
El restaurants comimos muy bien y ademas un servicio encantador y eficiente.,restaurants~servicio~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,3~44~,14~52~
"Tomamos Vacío y Entrañas (especialidades conocidas, entre otras cosas, por lo blando de su carne).",,,,,
"En algunos momentos, nos llegamos a preguntar si lo que teníamos en la boca era carne o un trozo de neumático.",carne~,FOOD#QUALITY~,negative~,80~,85~
Decepcionante...,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"La calidad de la comida excelente, el servicio super amable y siempre atento.",comida~servicio~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,17~38~,23~46~
El ambiente muy acogedor.,ambiente~,AMBIENCE#GENERAL~,positive~,3~,11~
Una experiencia culinaria inolvidable.,experiencia~,RESTAURANT#GENERAL~,positive~,4~,15~
Comida y Servicio estupendo,Comida~Servicio~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,0~9~,6~17~
Todo muy bueno,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"ambiente íntimo y tranquilo, buen trato y buena calidad en las carnes.",ambiente~trato~carnes~,AMBIENCE#GENERAL~SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~positive~,0~34~63~,8~39~69~
El precio un tanto elevado pero razonable.,NULL~,RESTAURANT#PRICES~,neutral~,0~,0~
"Excelente carta, carnes exquisitas, especialidades riquísimas, ambiente íntimo y servicio atento.",carta~carnes~especialidades~ambiente~servicio~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~FOOD#QUALITY~AMBIENCE#GENERAL~SERVICE#GENERAL~,positive~positive~positive~positive~positive~,10~17~36~63~81~,15~23~50~71~89~
Muy buena relación calidad-precio.,NULL~NULL~,FOOD#PRICES~FOOD#QUALITY~,positive~positive~,0~0~,0~0~
"Buen servicio, ambiente y excelente comida.",servicio~ambiente~comida~,SERVICE#GENERAL~AMBIENCE#GENERAL~FOOD#QUALITY~,positive~positive~positive~,5~15~36~,13~23~42~
"La comida muy rica, pero el local extremadamente ruidoso (sobre todo el piso de arriba).",comida~local~,FOOD#QUALITY~AMBIENCE#GENERAL~,positive~neutral~,3~28~,9~33~
Llegaba un momento en que apetecía irse por el ruido.,ruido~,AMBIENCE#GENERAL~,negative~,47~,52~
Poca intimidad.,intimidad~,AMBIENCE#GENERAL~,negative~,5~,14~
"Quizás bueno para cenas de grupo, pero parejas abstenerse.",NULL~,RESTAURANT#GENERAL~,neutral~,0~,0~
"Local casi perfecto, cocina impecable, cantidad más que abundante, extensa carta (comida y vinos) y precio adecuado a lo que oferta.",Local~cocina~carta~carta~NULL~,AMBIENCE#GENERAL~FOOD#QUALITY~FOOD#STYLE_OPTIONS~DRINKS#STYLE_OPTIONS~RESTAURANT#PRICES~,positive~positive~positive~positive~positive~,0~21~75~75~0~,5~27~80~80~0~
"Muy recomendable, por tanto.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Como salvedad, diré que, a excepción del jefe de sala (o propietario, cosa que desconozco), atento, educado y detallista, el resto del servicio, pinganillos inalámbricos incluidos, no está a la altura del resto, más en lo que respecta a educación y formas que a la capacidad: habría que cuidar aspectos como retirar casi a la carrera platos sin terminar, tutear por defecto u ofrecer el silencio como toda respuesta a la duda del comensal en la elección entre dos opciones.",jefe de sala~resto del servicio~,SERVICE#GENERAL~SERVICE#GENERAL~,positive~negative~,41~125~,53~143~
"Es una pena que inviertiendo exitosamente en lo complicado (local, materia prima, imagen, sitio web) se pase por alto lo básico: un par de camareros díscolos que hagan rebajar la nota de un cliente de un excelente a un notable alto.",local~materia prima~camareros~imagen~sitio web~,AMBIENCE#GENERAL~FOOD#QUALITY~SERVICE#GENERAL~RESTAURANT#MISCELLANEOUS~RESTAURANT#MISCELLANEOUS~,positive~positive~negative~positive~positive~,60~67~139~82~90~,65~80~148~88~99~
"Fue una cena perfecta, por el lugar y sobre todo por la comida.",lugar~comida~,AMBIENCE#GENERAL~FOOD#QUALITY~,positive~positive~,30~56~,35~62~
Tienen una carta bastante extensa donde cada plato parece mejor que el anterior.,carta~,FOOD#STYLE_OPTIONS~,positive~,11~,16~
"Para los amantes de la carne no dudéis en pedir el Solomillo del Chef, exquisíto.",Solomillo del Chef~,FOOD#QUALITY~,positive~,51~,69~
<->Aunque los productos sean de calidad el precio es elevado,productos~productos~,FOOD#QUALITY~FOOD#PRICES~,positive~negative~,14~14~,23~23~
<+>El local y su situación,,,,,
Sólo puedo decir cosas buenas de este restaurante.,restaurante~,RESTAURANT#GENERAL~,positive~,38~,49~
Comimos muy bien y bien atendidos.,NULL~NULL~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,0~0~,0~0~
Las gambas fresquísimas.,gambas~,FOOD#QUALITY~,positive~,4~,10~
Una maravilla como está decorado.,NULL~,AMBIENCE#GENERAL~,positive~,0~,0~
Muy agradable y con unas vistas increíbles.,NULL~vistas~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,0~25~,0~31~
"De la comida no tengo nada que decir, pero las mesas se tocan, el servicio no es amable, en definitiva muy caro para lo que es calida precio totalmente desequilibrada.",comida~mesas~servicio~precio~,FOOD#QUALITY~AMBIENCE#GENERAL~SERVICE#GENERAL~RESTAURANT#PRICES~,neutral~negative~negative~negative~,6~47~66~134~,12~52~74~140~
He ido varias veces al restaurante.,,,,,
La comida muy buena.,comida~,FOOD#QUALITY~,positive~,3~,9~
Lo que no me gusta es el servicio.,servicio~,SERVICE#GENERAL~,negative~,25~,33~
"El último día que fuimos pedimos ostras y nos sentaron mal, a parte de que el camarero que nos sirvió servía el cava chorreando toda la mesa...pasará mucho tiempo hasta q vuelva...",camarero~ostras~NULL~,SERVICE#GENERAL~FOOD#QUALITY~RESTAURANT#GENERAL~,negative~negative~negative~,78~33~0~,86~39~0~
Fuimos un lunes noche de julio.,,,,,
La única sonrisa que vimos entre el personal fue de la chica que nos condujo a nuestra mesa.,personal~,SERVICE#GENERAL~,negative~,36~,44~
"A partir de ahi, caras serias (por no decir de mal humor), distraidas, de los camareros... que a veces se hacían esperar, y otras veces se abalanzaban para liquidar la mesa.",camareros~,SERVICE#GENERAL~,negative~,78~,87~
"Cubiertos mal puestos, sin la mas mínima delicadeza.",Cubiertos~,SERVICE#GENERAL~,negative~,0~,9~
"Platos mal presentados, sobrevolando las cabezas de los comensales.",Platos~,SERVICE#GENERAL~,negative~,0~,6~
El servicio realmente malo.,servicio~,SERVICE#GENERAL~,negative~,3~,11~
"La comida decente, aunque en relación al precio no estaba a la altura.",comida~comida~,FOOD#QUALITY~FOOD#PRICES~,positive~negative~,3~3~,9~9~
"Lo siento, pero no lo recomiendo en tales condiciones.",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Saludos,,,,,
"Ya no es lo que era...Ramon,ha bajado mucho, el servicio, la calidad de la comida, lo unico, la terraza.",NULL~terraza~comida~servicio~,RESTAURANT#GENERAL~AMBIENCE#GENERAL~FOOD#QUALITY~SERVICE#GENERAL~,negative~positive~positive~negative~,0~96~75~48~,0~103~81~56~
"Sabado pasado, a las 13h, poca gente, o sea,cocina sin agobios, paella,simplemente lamentable.",paella~,FOOD#QUALITY~,negative~,64~,70~
"Es una pena,era de lo mejorcito de Barcelona",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Cena de negocio a más de 50 € pp y de primeros: longaniza de vic?,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
tal vez del Lidl; anchoas?,anchoas~,FOOD#QUALITY~,negative~,18~,25~
"una o dos pp; de segundo bacalao a la llauna diminuto con ""secas"" de lata / carne con patatas fritas fast food.",bacalao~carne con patatas fritas~,FOOD#QUALITY~FOOD#QUALITY~,negative~negative~,25~76~,32~100~
"por el precio podrían haber sido ""peladas y fritas"", no?",NULL~,FOOD#PRICES~,negative~,0~,0~
"en fin, lleno de turistas que vienen una sola vez (de los cruceros?)",turistas~,AMBIENCE#GENERAL~,negative~,17~,25~
sin importarles que el cliente vuelva de nuevo por ello.,,,,,
muy defraudado por el precio y la calidad; antes no eran así!,precio~calidad~NULL~,RESTAURANT#PRICES~FOOD#QUALITY~RESTAURANT#GENERAL~,negative~negative~negative~,22~34~0~,28~41~0~
Fue una cena para 4 en Sábado estaba lleno.,,,,,
El servicio fue perfecto.,servicio~,SERVICE#GENERAL~,positive~,3~,11~
La cocina deliciosa.,cocina~,FOOD#QUALITY~,positive~,3~,9~
A través de los años nunca me han defraudado es un valor seguro.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Coincido con los Datos de la ficha.,,,,,
La relación calidad precio también es buena alrededor de 50 € por persona pero para una cena perfecta no lo considero caro.,NULL~,RESTAURANT#PRICES~,positive~,0~,0~
"Arroz caldoso lamentable (para guiris, puede estar hasta bueno) y caro en general.",Arroz caldoso~Arroz caldoso~,FOOD#QUALITY~FOOD#PRICES~,neutral~negative~,0~0~,13~13~
"Muy bueno, calidad, servicio que justifican su precio.",NULL~NULL~NULL~,RESTAURANT#GENERAL~FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~positive~,0~0~0~,0~0~0~
"Y de vulgar nada de nada, todo lo contrario.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Lo recomiendo a los que son capaces de apreciar y valorar el placer gastronómico.,placer gastronómico~,FOOD#QUALITY~,positive~,61~,80~
"Personalmente este restaurante, ya por el servicio y la actitud de los camareros, del maitrê es excelente, creo que este restaurante se merece una estrella michelin, ya que se come muy bien, son unas grandes personas.",camareros~maitrê~restaurante~restaurante~personas~,SERVICE#GENERAL~SERVICE#GENERAL~RESTAURANT#GENERAL~FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~positive~positive~positive~,71~86~121~121~208~,80~92~132~132~216~
El local es bonito y la situación inmejorable.,local~situación~,AMBIENCE#GENERAL~LOCATION#GENERAL~,positive~positive~,3~24~,8~33~
Sin embargo el precio es muy alto y con el tiempo ha ido subiendo de forma espectacular sin que mejore el producto.,NULL~,RESTAURANT#PRICES~,negative~,0~,0~
Yo no lo recomiendo.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Caro.,NULL~,RESTAURANT#PRICES~,negative~,0~,0~
La comida siempre bien.,comida~,FOOD#QUALITY~,positive~,3~,9~
Si te toca cerca de los ventanales vistas de lujo.,vistas~,AMBIENCE#GENERAL~,positive~,35~,41~
Comida excelente asi como su el servicio de camarero.,Comida~camarero~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,0~44~,6~52~
Un tanto caótica la recepción.,recepción~,SERVICE#GENERAL~,negative~,20~,29~
"En cuanto a la carta, el tartar de lubina, supremo así como sus postres.",tartar de lubina~postres~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,25~64~,41~71~
Volveremos.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
gracias,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Óptimo en la calidad del producto y su elaboración.,producto~,FOOD#QUALITY~,positive~,25~,33~
Servicio excelente.,NULL~,SERVICE#GENERAL~,positive~,0~,0~
Homogeneidad imbatible.,Homogeneidad~,AMBIENCE#GENERAL~,positive~,0~,12~
No se puede pedir más.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
He visitado este restaurante cada vez que viajo a Barcelona y siempre ha sido excelso.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"No puedo más que recomendarlo ya que, sin duda, es uno de los valores más seguros de la Ciudad Condal.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Servicio impecable y se come de maravilla!,NULL~NULL~,SERVICE#GENERAL~RESTAURANT#GENERAL~,positive~positive~,0~0~,0~0~
"Buen reestaurante, buena calidad en los platos.",reestaurante~platos~,RESTAURANT#GENERAL~FOOD#QUALITY~,positive~positive~,5~40~,17~46~
El único defecto es que es muy ruidoso y en algunos lugares las mesas estan muy pegadas unas a otras y creo que por el precio que pagas  podrían tener las mesas mas separadas.,mesas~NULL~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,negative~negative~,64~0~,69~0~
Buenisima la langosta a la plancha,langosta~,FOOD#QUALITY~,positive~,13~,21~
Lugar perfecto.,Lugar~,RESTAURANT#GENERAL~,positive~,0~,5~
Comida digna y servicio excelente.,Comida~NULL~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,0~0~,6~0~
Para ir y repetir.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
excelemte cocina y excelente servicio,cocina~servicio~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,10~29~,16~37~
Es una pasada.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
La atención y esmero del servicio y de su maitre son dignos de premio.,maitre~servicio~,SERVICE#GENERAL~SERVICE#GENERAL~,positive~positive~,42~25~,48~33~
Un valor seguro.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Producto y cocina catalana y marinera de un muy buen nivel y servicio excelente.,Producto y cocina~servicio~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,0~61~,17~69~
Un restaurante muy homogéneo y que nunca defraudará.,restaurante~,RESTAURANT#GENERAL~,positive~,3~,14~
"Repito cada vez que puedo, con la familia o con la empresa.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"La atención es exquisita y la comida (fideua,arroces y entrantes) de muy buena calidad.",atención~comida~,SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~,3~30~,11~36~
El precio lo vale y el entorno más.,NULL~entorno~,RESTAURANT#PRICES~AMBIENCE#GENERAL~,positive~positive~,0~23~,0~30~
Muy recomendable.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
No es nada barato pero ofrece calidad y los platos están bien cocinados y con elementos frescos.,NULL~NULL~platos~,FOOD#QUALITY~RESTAURANT#PRICES~FOOD#QUALITY~,positive~negative~positive~,0~0~44~,0~0~50~
"Buen ambiente, servicio mediocre.",ambiente~servicio~,AMBIENCE#GENERAL~SERVICE#GENERAL~,positive~negative~,5~15~,13~23~
"fuimos a cenar para un cumpleaños con amigos y fue fantastico, un buen trato  y la comida excelente, sobretodo el solomillo a los 3 quesos y la cabra caliente sobre pure de manzana...",NULL~trato~comida~solomillo a los 3 quesos~cabra caliente sobre pure de manzana~,RESTAURANT#GENERAL~SERVICE#GENERAL~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~positive~positive~,0~71~83~114~144~,0~76~89~138~180~
"Calidad/Precio :elevado , la ubicación y el entorno muy agradable, pero en el interior hay un exceso de ruido que hacer sentirse incómodo y no disfrutar de la comida, sinceramente prefiero otros donde me encuentro mas agusto.",ubicación~entorno~NULL~NULL~interior~NULL~,LOCATION#GENERAL~AMBIENCE#GENERAL~FOOD#QUALITY~FOOD#PRICES~AMBIENCE#GENERAL~RESTAURANT#GENERAL~,positive~positive~negative~negative~negative~negative~,29~44~0~0~78~0~,38~51~0~0~86~0~
"Un lugar magnífico para comer buen marisco y cualquiera de sus arroces o suquet, aunque muy recomendable, no lo recomendaría para una cena íntima romántica, puesto que las conversaciones de las mmesas vecinas son muy animadas, puesto que el local se presta a ello, y el ambiente es de familias o grupos en general.",marisco~cena~mmesas~ambiente~,FOOD#QUALITY~AMBIENCE#GENERAL~AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~negative~negative~neutral~,35~134~194~270~,42~138~200~278~
"Servicio excelente, vistas magníficas y excelente relación calidad-precio, siempre teniendo en cuenta que la calidad es muy alta.",Servicio~vistas~NULL~NULL~,SERVICE#GENERAL~AMBIENCE#GENERAL~FOOD#PRICES~FOOD#QUALITY~,positive~positive~positive~positive~,0~20~0~0~,8~26~0~0~
Más que recomendable.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"he ido varias veces pero el sitio es para turistas y aunque la calidad es buena el precio es exagerado y el servicio deja mucho que desear, sobretodo en cuanto a las reservas.",NULL~NULL~servicio~,FOOD#QUALITY~RESTAURANT#PRICES~SERVICE#GENERAL~,positive~negative~negative~,0~0~108~,0~0~116~
solo iré como ultimo recurso.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Me parece un lugar estupendo, la comida está buenisima y el servicio estupendo, dignos de admirar.",lugar~comida~servicio~NULL~,RESTAURANT#GENERAL~FOOD#QUALITY~SERVICE#GENERAL~RESTAURANT#GENERAL~,positive~positive~positive~positive~,13~33~60~0~,18~39~68~0~
un lugar para ir con alguien especial(como fuí yo..),lugar~,RESTAURANT#GENERAL~,positive~,3~,8~
Estuve de nuevo en el Restaurante Barceloneta y pude disfrutar otra vez de una comida excelente:,comida~,FOOD#QUALITY~,positive~,79~,85~
"Unos entrantes magníficos: Buñuelos de Bacalao, Revuelto de ceps con butifarra y gambas al ajillo.",gambas al ajillo~Buñuelos de Bacalao~Revuelto de ceps con butifarra~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,81~27~48~,97~46~78~
como plato principal una Paella de pescado y marisco.,,,,,
De postres el magnífico Tiramisú y un Queso Gallego de Tetilla con Dulce de Membrillo.,Tiramisú~Queso Gallego de Tetilla con Dulce de Membrillo~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,24~38~,32~85~
"Para beber, agua con gas y sin gas y una botella de Gran Vos 2007 de Viñas del Vero.",,,,,
D.O.,,,,,
Somontano.,,,,,
"El producto de primera, la elaboración excelente y el servicio impecable.",producto~servicio~,FOOD#QUALITY~SERVICE#GENERAL~,positive~positive~,3~54~,11~62~
"La luz natural que entra por la vidriera de la terraza, añadida a la decoración tan acogedora da una sensación de bienestar difícil de conseguir en otros lugares.",luz natural~decoración~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,3~69~,14~79~
"En fin, que voy a regresar tantas veces como pueda y siempre que visite Barcelona.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Uno de mis restaurantes favoritos.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Como ya he leído en algún comentario, de los pocos sitios donde se paga lo que se come, y se come bien, muy bien.",lo que se come~,FOOD#QUALITY~,positive~,72~,86~
Es un sitio fantástico por la buena calidad de sus productos.,sitio~productos~,RESTAURANT#GENERAL~FOOD#QUALITY~,positive~positive~,6~51~,11~60~
Los arroces y suquets inmejorables.,arroces~suquets~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,4~14~,11~21~
"El local impresionante, con una terraza preciosa con vistas al puerto.",local~,AMBIENCE#GENERAL~,positive~,3~,8~
"El servicio, mas que correcto.",servicio~,SERVICE#GENERAL~,positive~,3~,11~
"La comida, excepcional para mi gusto.",comida~,FOOD#QUALITY~,positive~,3~,9~
"Los precios, depende de lo que pidas, puedes estar entre 40 y 60 euros por persona.",NULL~,RESTAURANT#PRICES~,neutral~,0~,0~
"Destacar los arroces, la caldereta de bogavante, las zamburiñas al horno y los platos de ""picoteo"" y los pescados en general.","arroces~caldereta de bogavante~zamburiñas al horno~platos de ""picoteo~pescados~",FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~positive~positive~,13~25~53~79~105~,20~47~72~97~113~
Inmejorable calidad.,NULL~,FOOD#QUALITY~,positive~,0~,0~
Especialmente exquisitos los buñuelos de bacalao y el arroz caldoso ah y el jamón de vicio.,buñuelos de bacalao~arroz caldoso~jamón~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,29~54~76~,48~67~81~
Una de las mejores paellas que he comido en un restaurante en Barcelona.,paellas~,FOOD#QUALITY~,positive~,19~,26~
Además tiene una terraza impresionamnte.,terraza~,AMBIENCE#GENERAL~,positive~,17~,24~
