Review,AMBIENCE,QUALITY,PRICES,LOCATION,SERVICE
"А мнение что детское меню не для детей, вообще ""убило"".",0,0,0,0,1
"Из плюсов хочу отметить няню в детской комнате, очень милая девушка, ребенку очень понравилась.",0,0,0,0,1
"Я не ходила в этот ресторан в детстве, не знаю, как всё было когда-то, но сейчас это вполне симпатичное и уютное заведение с хорошей кухней.",1,1,0,0,0
"Администрация любезно предоставила нам новый банкетный зал, где мы закрылись, включили свою музыку, курили кальян, веселились, и нам никто не мешал.",0,0,0,0,1
"Кухня всем друзьям понравилась, обслуживание тоже (девушки-официантки замечательные).",0,1,0,0,1
"Меня же больше всего порадовало, что администрация пошла нам навстречу и сделала хорошую скидку на банкет :)",0,0,1,0,1
"Единственное, что расстраивает - это рост цен.",0,0,1,0,0
За последний месяц цены менялись уже два раза.,0,0,1,0,0
"Растут они по чуть-чуть, но всё равно стоимость ужина на двоих с каждым посещением получалась у нас всё выше и выше :)",0,0,1,0,0
"Из кухни могу порекомендовать: чебуреки с сыром сулугуни и зеленью (волшебные!), сациви из баклажан, суп чанахи, конечно же, хинкали, ну и, наверное, бараньи ножки (не помню точное название блюда).",0,1,0,0,0
"Всё это не оставит равнодушным никого, очень вкусно и ""аутентично""!))",0,1,0,0,0
Возвращаться туда заставляла лишь хорошая кухня..,0,1,0,0,0
"Интерьер приятный: есть гардероб, диваны, приглушенный свет, ненавязчивая музыка (даже как-то раз наткнулись там на саксофониста), приятная атмосфера...",1,0,0,0,0
Обслуживание отвратительно!,0,0,0,0,1
"Навсегда останется в памяти официант, который обращался к нам исключительно на ""ты"", дерзил, а когда ему было сделано замечание, он нам сообщил, что он поругался со своей девушкой и у него отвратительное настроение!",0,0,0,0,1
Муж заказал стейк и мы често ждали его прибытия больше часа!,0,0,0,0,1
"Когда наша официантка все таки соизволила появиться (сидели мы почти у входа), от стейка мы отказались, но он волшебным образом всё равно оказался на столе уже через 5 минут и пришлось долго объяснять официантке, что его уже никто есть не будет!...",0,0,0,0,1
"Резюме следующее: место в целом отличное, цены не кусаются, но следует серьезно задуматься о замене персонала...",0,0,1,0,1
"Нам любезно предложили разместиться в ресторане, а пирожные пообещали принести туда.",0,0,0,0,1
"Для нас смогли найти только столик для курящих, но это сильно не помешало, так как вентиляция справляется.",1,0,0,0,0
"То что мы заказывали, нам понравилось.",0,1,0,0,0
"Интерьер спокойный, сделано со вкусом, но без особых изысков.",1,0,0,0,0
"Что касается сервиса, то официантка в начале про нас забыла, пришлось окримнуть, чтоб сделать заказа.",0,0,0,0,1
Но в остальном всё вежливо и предупредительно.,0,0,0,0,1
"Про сервис ничего негативного не скажешь- быстро подходят, все улябаются, подходят спрашивают, всё ли нравится.",0,0,0,0,1
"Интерьер на любителя, но мило и удобно.",1,0,0,0,0
Еда хорошая.,0,1,0,0,0
"Вкусно, не так дорого.",0,1,1,0,0
Прямо с порога радушное отношение.,0,0,0,0,1
Очень вежливый и приятный мужчина из гардероба.,0,0,0,0,1
"Улыбка, настроение улучшается!.",0,0,0,0,1
"Вызвал нам администратора, наиприятнейшая девушка, все рассказала, показала, никаких вопросов не возникло ,даже заглянули краем глаза в малый зал (в это время там начинался банкет).",0,0,0,0,1
"Оставили координаты, в этот же вечер было получено на почту меню.",0,0,0,0,1
"Девушки официантки все здороваются и улыбаются, интерьер потрясающий.",1,0,0,0,1
Опять радушная встреча в гардеробе.,0,0,0,0,1
"Приятный комплимент в холодную погоду, пока ждали заказ попили горячего чая, потрясающе!",0,1,0,0,1
"Девушка официантка (в чеке было написано Луиза) вежливая, обслуживание ненавязчивое, качественное.",0,0,0,0,1
Кухня очень хорошая!,0,1,0,0,0
"Мясо из своей коптильни потрясающее, вкуснятина!",0,1,0,0,0
Порции большие.,0,1,0,0,0
"Могу сказать одно - нашли место, куда действительно стоит зайти каждому и приятно провести время в тихой, уютной обстановке.",1,0,0,0,0
"Правда, очень мило, романтично свечи в воде на каждом столике, удобные кресла, приглушенный свет, музыка, аромат даже..все как надо.",1,0,0,0,0
Японская кухня - на 5+..от запченных роллов сложно было оторваться),0,1,0,0,0
"Европейская кухня не отстает..)все по высшему разрду. за достаточно низкие цены очень вкусно.и сервис..приятные девушки, очень быстро принесли заказ, все здорово.",0,1,1,0,1
коктели и алкоголь видно что не разбавленные и тоже на 5+. в общем вывод один - еще и еще туда будм приходить и не раз! советую.,0,1,0,0,0
"Интерьер на высоком уровне,при входе нас встретил молодой человек и предложил выбрать понравившийся нам столик и предупредил нас, что горячее придется немного дольше подождать т.к. в ресторане было не мало народу,но нас это не смутило,поскольку мы заранее были предупреждены,а это не мало важно.",1,0,0,0,1
"Качество кухни было без замечаний,обслуживание было достаточно внимательное на наш взгляд,но было немного видно,что некая суета присутствовала.",0,1,0,0,1
"Обстановка милая, уютная.",1,0,0,0,0
"Есть, конечно, как и в любом другом кафе столики, которые уютными не назовешь, но всем не угодишь и в целом мне обстановка понравилась.",1,0,0,0,0
"Сразу видно, что к интерьеру подходили как можно тщательнее, это радует.",1,0,0,0,0
Администратор и официанты весьма вежливы.,0,0,0,0,1
"В кафе чувствуется от персонала, что люди хотят работать и это им нравится, а это самое главное!)",0,0,0,0,1
Никаких задержек при подаче блюд/напитков не было.,0,0,0,0,1
"Единственное удивление образовалось, когда на десерт мне принесли ложку вместо десертной вилки, но это проблем не вызвало.",0,0,0,0,1
Но вы попробовали бы этот десерт м.м.м.,0,1,0,0,0
"Десерт был очень вкусный, нам понравилось)",0,1,0,0,0
"Суши панированные в рыбных сухарях или как-то так вызвали очень много восхищения, т.к. это было действительно вкусно.",0,1,0,0,0
"По кухне можно сказать, что это кафе для тех, кто любит соотношение цены и качества.",0,1,1,0,0
Всем очень рекомендую сходить и попробовать местную японскую кухню.,0,1,0,0,0
На втором этаже на диванчиках весьма удобно разместиться компанией.,1,0,0,0,0
"Прекрасный интерьер, хорошее обслуживание, быстро, ненавязчиво.",1,0,0,0,1
Кухня понравилась.,0,1,0,0,0
"Большие порции, все очень вкусно.",0,1,0,0,0
Особенно понравились оргазм и клубничная маргарита.,0,1,0,0,0
"Была приятно удивлена ""китайским интерьером"" - диванчики как в бистро, скатерти на столах по типу а-ля столовая, европейские светильники/люстры, в общем в плане интерьера китайского никакого абсолютно!",1,0,0,0,0
Заведение неуютное.,1,0,0,0,0
"Ну ладно - с китайской кухней знакомы - заказали говядину, свинину, рис, пару закусок, порции оказались большими, еда - вкусной, принесли все горячее.",0,1,0,0,0
"По поводу сервиса - официантка не здоровалась, не успели сесть - пришла за заказом,правда блюда вынесли быстро, но счет пришлось ждать....при том, что кроме нас было занято всего 2 столика еще.",0,0,0,0,1
"в общем покушать было вкусно, но второй раз идти не хочется - люблю все же чтоб присутствоавал китайский антураж в подобных местах.",1,1,0,0,0
"Заходим в ресторан, где нас встречает доброжелательная, красивая девушка.",0,0,0,0,1
"Она провожает к столу, указывает где можно оставить верхнюю одежду(",0,0,0,0,1
"Гардероба в заведении нет, зато есть напольные вешалки) .через несколько минут к нам подошел официант с меню .",1,0,0,0,1
Интерьер мне очень понравился!,1,0,0,0,0
Весьма необычное и интересное дизайнерское решение.,1,0,0,0,0
Все детали продуманы до мелочей и вместе создают замечательную атмосферу тепла и комфорта.,1,0,0,0,0
Приятно удивили цены.,0,0,1,0,0
С сервисом полный порядок.,0,0,0,0,1
"Официанты Меню знают, работают слажено, внимательны к гостям.",0,0,0,0,1
"Улыбаются, что всегда приятно. одним словом обслуживание 10баллов придраться не к чему не смотря на большое количество гостей .",0,0,0,0,1
"Готовят очень вкусно , особенно шашлыки и наполеон .(спасибо большое поварам )",0,1,0,0,0
Благодаря вкусной еде и приятной атмосфере мы остались очень довольны и прекрасно провели вечер!,1,1,0,0,0
"При открытии подарили дисконтную карту 20% в подарок, и это стало мотивацией к частому посещению.",0,0,0,0,1
"Все всегда все очень вкусное: борщ с копченостями, роллы на гриле, обалденная филадельфия.",0,1,0,0,0
"Поели рибай, после чего сделали вывод, что он был лучше, чем в некоторых стейк-хаусах.",0,1,0,0,0
Любимый салат цезарь с креветками тоже был хорош.,0,1,0,0,0
"Порции большие, красивые тарелки, хорошее обслуживание.",0,0,0,0,1
"По обслуживание отдельно: есть официанты, которые работают с самого открытия-это тоже неплохой показатель качества.",0,0,0,0,1
Шеф-повар тоже с самого открытия.,0,0,0,0,1
Даже бизнес-ланч вкусный.,0,1,0,0,0
"Интерьер достаточно спокойный, в бежево-коричневых тонах, но не дешевый, не скажешь, что это какое то кафе у ""черта на куличках"".",1,0,0,0,0
"Хочется, чтобы вы располагались ближе к центру или в самом центре, так как живу уже в центре.",0,0,0,1,0
"Встречают, провожают всем составом.",0,0,0,0,1
"Улыбаются, предлагают попробовать все, что есть в меню.",0,0,0,0,1
Доброжелательны до предела.,0,0,0,0,1
"Рассказывают по составу блюд, советуют, одним словом : приятны в общении.",0,0,0,0,1
"Приносят,уносят, сервируют, не придерешься, и это почти при полной заполненности зала.",0,0,0,0,1
"Из небольших недостатков стоит отметить , долго ждали блюда, но обслуживающая нас официантка, сгладила все углы.",0,0,0,0,1
"Интересное меню, особенно порадовало соотношение цена-качество.",0,0,1,0,0
"Понравился суп в хлебе, нигде такого не пробовала, очень необычно и вкусно.",0,1,0,0,0
"Приятный интерьер, улыбчивый персонал, уютная атмосфера.",1,0,0,0,1
"Так что это прекрасное место не только для тех, кто просто хочет вкусно и недорого покушать, но и для тех, кто желает выбраться отдохнуть всей семьей))).",0,1,1,0,0
"К сервису действительно никаких нареканий все было прекрасно(конечно долго ждали, но достойную еду можно и подождать),интерьер такого рода мне нравится, но еда была ужасна(может быть нам не повезло).",1,1,0,0,1
"Салат цезарь вся тарелка это листья салата, немного бекона по кругу и все это в соусе, сверху сыр (цезарь готовится с курицей).",0,1,0,0,0
"Затем были гребешки вроде ничего, но отдавали уксусом,пюре вместе с ним было пересолено.",0,1,0,0,0
"Последним блюдом была телятина и к ней картофельная котлета, телятина тоже отдавала уксусом в картофельной котлете оказался волос или животного или человека.",0,1,0,0,0
"Нам счет пришел с 10% скидкой, видимо из-за волоса.",0,0,1,0,0
"Вообщем, несмотря на то, что была очень голодная съела по ложке из каждого блюда.",0,1,0,0,0
"Муж заказал улиток и говядину, и то же все отдавало уксусом.",0,1,0,0,0
Остались недовольны.,0,1,0,0,0
Свежевыжатый сок и хлеб были вкусными (такого хлеба никогда не ела),0,1,0,0,0
"Обслуживание просто ни в какие рамки не лезет, офицантки просто не обращают на тебя никакого внимания, а если уж все-таки удастся кого-нибудь поймать, то на тебя смотрят с таким выражением лица.. ""ах, вам еще и принести что-то надо..."".",0,0,0,0,1
По-поводу самой еды - ни одно блюдо восхищения не вызвало.,0,1,0,0,0
"Однажды при заказе супа из меню официантка сказала, что следует заказать другой, так как этот скис (!!!).",0,1,0,0,0
"Интерьер - очень темный, не каждому тоже будет по вкусу.",1,0,0,0,0
"Официант (кажется Евгений) был просто замечательный: встретил, посадил, сразу же подал меню, поиинтересовался принести ли напитки, потом понравилась ли еда и вообще весь вечер появлялся как только это было нужно!!",0,0,0,0,1
"Про кухню плохого сказать не могу, но самая обычная!",0,1,0,0,0
"Америка- на вкус неплохо, но мало рыбы, чукка салат-хорошо, чай- не понравился!!",0,1,0,0,0
"Интерьер милый, всего в меру!",1,0,0,0,0
Кухня понравилась!,0,1,0,0,0
"Очень понравился музыкальный коллектив, хорошая музыка!",1,0,0,0,0
"По обслуживанию претензий нет, хорошо встретили, проводили за столик (забронировали заранее в VIP зоне, стоимость 400 руб.).",0,0,0,0,1
"Официанты не заставляли себя долго ждать, очень все вежливо и обходительно!",0,0,0,0,1
"Отличное обслуживание, все приносили-уносили быстро и вежливо.",0,0,0,0,1
"Все было очень вкусно, к кухне нет никаких нареканий.",0,1,0,0,0
Очень понравилась их музыка.,1,0,0,0,0
"Красиво, но ненавязчиво. в общем, ресторан отличный.",1,0,0,0,0
Ну про 100 р при въезде и плохую дорогу мы знаем...это терпимо.,0,0,0,1,0
"Интерьер очень понравился, места много: никто никому не мешает, большой аквариум с красивыми рыбками улыбнул, народу почти не было, официанты приветливые.",1,0,0,0,1
Окна в пол - вид на залив просто волшебный!!,1,0,0,1,0
Цены отвечают этому заведению.,0,0,1,0,0
"Кофе, чай с мятой - вкусно.",0,1,0,0,0
"Кушали цезарь с тунцом (очень вкусный тунец), суп-пюре картофельный (после которого в качестве, видимо, комплимента подали ягодный сорбет) и пасту с морепродуктами - все очень вкусно.",0,1,0,0,0
Заказала на десерт мороженое - осталась очень довольна!!!,0,1,0,0,0
Такого вкусного мороженого давно не ела!!,0,1,0,0,0
Обслуживают быстро.,0,0,0,0,1
"Когда принесли счет, были очень приятно удивлены: оказывается, по выходным счет на 50% дешевле с 13 до 17 вечера, а мы уж было подумали, что официанты ошиблись в нашу пользу))",0,0,1,0,0
"Хлебная корзинка понравилась, и, кстати, она бесплатная.",0,1,1,0,0
"Вкусное пиво, сырные палочки.",0,1,0,0,0
Хорошее обслуживание.,0,0,0,0,1
Мы с мужем нигде не пробовали такого здорово сделанного стейка.,0,1,0,0,0
"Сочный, мягкий и режется как масло.",0,1,0,0,0
Уровень приготовления европейский.,0,1,0,0,0
"Когда пришли второй раз муж по этому поводу немного беспокоился, не поменяли ли повара?",0,1,0,0,0
"Но когда убедился, что стейк сделан также здорово, остался доволен.",0,1,0,0,0
Я же очень полюбила блюдо тартар с сырой рыбой и сырым яйцом.,0,1,0,0,0
"Официанты вежливы и предупредительны, обстановкая красивая.",1,0,0,0,1
"Главное, что хотелось бы отметить - постоянно высокое качество кухни.",0,1,0,0,0
Обязательно рекомендуем попробовать суши и роллы.,0,1,0,0,0
"Она обалденны, готовят их быстро, всегда свежие и очень вкусные!",0,1,0,0,1
"Удивительная особенность для сети ресторанов то, что и в других ресторанах (Комендантский, Петроградская) уровень сервиса и кухни остается на том же уровне.",0,1,0,0,1
"Единственное, что хочется отметить из негативного - в зале для некурящих бывает холодно, когда открывается входная дверь, но это мелочи.",1,0,0,0,0
Если Вы идете туда в первый раз - обязательно попробуйте мороженое в кляре - лучшее в городе.,0,1,0,0,0
А вот горячее раз на раз не приходится.,0,1,0,0,0
Бывает приносят и холодным..,0,1,0,0,0
"Обслуживание хорошее, но иногда приносят все сразу: и суши и суп и десерт.",0,0,0,0,1
"Надеюсь, качество обслуживания и кухни будет столь же высоким, все-таки любимый ресторан!",0,1,0,0,1
"После прогулки решили с подругой зайти-перекусить, в этом ресторане была последний раз давно-года 4 назад, помню, что самую вкусную пиццу на тонком тесте ела я именно в Da Albertone, но с тех пор не получалось навестить это итальянское место, очень рада, что они до сих пор существуют, да и развились.",0,1,0,0,0
"При входе нас сразу же встретил официант и гардеробщик, вежливо раздели-проводили.",0,0,0,0,1
Карбонара.,0,1,0,0,0
"Прекрасная, ароматная, дымящаяся - эта паста пока лучшая из тех, что я пробовала!!!",0,1,0,0,0
"Филадельфию мне удалось только попробовать, сделали на отлично, хороший кусок лосося-филадельфии-чуток риса, смело возьму в следующий раз Десерт Тирамису просто таял во рту)))",0,1,0,0,0
Классический нежный кубик.,0,1,0,0,0
"Атмосфера порадовала - тёплое, уютное и спокойное место.",1,0,0,0,0
Фоновая музыка разговорам не мешала.,1,0,0,0,0
"Интерьер ресторана, мне лично, очень импонирует, мои гости тоже остались довольны.",1,0,0,0,0
"Что касается кухни - не плохо, но я ожидала большего..",0,1,0,0,0
"На горячее многие заказали шашлык из свинины и телятину с шалфеем, но увы, и то и другое было суховато и прямо скажем не вкусно(((",0,1,0,0,0
А вот рыба в беконе - порадовала))),0,1,0,0,0
"Про салаты писать собственно не чего, не очень...",0,1,0,0,0
Холодные закуски- вполне съедобны.,0,1,0,0,0
"Был и торт, отдельно заказанный на основе "" чизкейк"", к моему большому сожалению он тоже был не очень)))",0,1,0,0,0
"И за 1800 руб. я думаю можно было бы сделать и вкуснее, и нежнее, и красивее((",0,1,1,0,0
А музыкальное сопровождение это вообще отдельная история!,1,0,0,0,0
"Ну не хотела их аппаратура работать так как мы хотели, и наши диски мы тоже не могли прослушать.",1,0,0,0,0
"Обслуживали хорошо, девочки очень милые.",0,0,0,0,1
"Интерьер, интерьер, и еще раз интерьер!!! общее цветовое решение и каждая деталь - просто восхитительны!!! особенно на контрасте с популярным сейчас минимализмом, Дача - самое домашне-уютное и при этом очень красивое место.",1,0,0,0,0
"Думаю, идеально и для встречи с подружками за чаем с пирожными- они, кстати, тоже отменные)), и для романтического свидания, когда хочется получить удовольствия от обстановки и от общения с любимым человеком, и для небольшого семейного торжества также чудесно подойдет!!!",1,1,0,0,0
"По сервису - так как была 2 раза, могу сказать 1-1 ..)) видимо, как повезет.",0,0,0,0,1
"Всегда безупречно чисто, хорошие приборы и посуда, приятные столы, чистые подоконники, все - на уровне.",1,0,0,0,0
"Кухня тоже порадовала,- отличные сочетания, хорошие порции, и все очень вкусно. я - сладкоежка, поэтому десертам - дополнительный плюс!)",0,1,0,0,0
"Для меня также плюсами стали - отдельный гардероб, удобное зонирование, и безусловно, живые шиншилки, которых можно покормить розовыми лепестками)))) спасибо!",1,0,0,0,0
"Общее впечатление сложилось исключительно позитивное: - началось все с бронирования столика по телефону, вежливый администратор столик забронировал с учетом всех моих пожеланий; .",0,0,0,0,1
"Когда мы пришли, нас встретила приветливая девушка, проводила до нашего столика и вручила меню; .",0,0,0,0,1
"Столик был у окна, с мягким диванчиком: очень уютно и комфортно; .",1,0,0,0,0
"Сделали заказ, все приготовили очень быстро: через 20 мин. все уже было на столе; .",0,0,0,0,1
"Еда вкусная, но отдельно хочу отметить красивую сервировку блюд; .",0,1,0,0,0
"После горячего, официант порекомендовал вкусный десерт, от которого мы не смогли отказаться.",0,1,0,0,1
"В итоге в данном заведении мы провели около 2х часов времени, прекрасно поужинали и пообщались, обтановка уютная и романтичная!",1,1,0,0,0
"Я пришла сюда в 11 вечера, имеется гардероб,но меня почему-то никто не встретил,пришлось пару минут подождать)",0,0,0,0,1
"После, подошла милая девушка, поздоровалась,улыбнулась и извинилась за ожидание)",0,0,0,0,1
Выбрала зал для дискотек-музыка негромкая-если что могут сделать потише..очень понравились удобные диванчики и сервировка стола..,1,0,0,0,0
"Единственный минус, слегка прохладно т.к. дует с двери и окон..",1,0,0,0,0
"Уютно, ничего не скажешь!",1,0,0,0,0
"Принесли на углях с картошечкой ..ммм.. действительно ,очень вкусно. ..и вино, несмотря на то,что девушка толком не смогла объяснить что за вино, ограничилась лишь ""ну оно хорошее""..да,белое полусладкое очень впечатлило))",0,1,0,0,1
"Недорого, демократичные цены(250шашлык + 150 вино) за такое качество порадовали..приду сюда еще разок..и даже не один)",0,0,1,0,0
"Интерьер необычный, привлекает.",1,0,0,0,0
"А в самом кафе было очень холодно, хотя у них есть конди, они их включили на тепло, только когда мы уже настойчиво попросили, но и это не спасло, руки оледенели просто!",1,0,0,0,0
"Из кухни заказывали пиццу, так..... ничего особенного, поесть можно, допинга не было, добавить было нечего =(",0,1,0,0,0
"Заказали чай, по вкусу был на самый дешевый похож.",0,1,0,0,0
"Официант все время куда-то пропадал, хотя народу вообще не было.",0,0,0,0,1
"Еще что не понравилось, так это то, что повара прямо через все кафе ходят, туда-сюда.",1,0,0,0,0
"Столы были почти все заняты,заказала суп,несли не долго и было вкусно,на кухню там не когда не жаловалась,всегда приносят комплимент от шеф повара,а что касается спагетти,можно заказать пол порции если есть не особо хочется!",0,1,0,0,1
"Сам ресторан не очень большой,интерьер довольно приятный,как то там все уютно!",1,0,0,0,0
"Но есть огромный минус,ресторан находится на улице восстания и к сожалению,там не где парковаться и очень сложно найти место хотя бы поблизости,причем что днем,что вечером!",0,0,0,1,0
"Официантки все в красивых формах, очень приветливые.",0,0,0,0,1
"Пиво нам принесли буквально через пару минут, а затем следом принесли салаты.",0,0,0,0,1
Мы были приятно удивлены такой скорости обслуживания))),0,0,0,0,1
Салаты - пальчики оближешь!!!,0,1,0,0,0
Я брала с копченым угрем - СУПЕР!!!,0,1,0,0,0
"Затем подали сорбет, тоже вкусненько)))",0,1,0,0,0
Мясо просто таяло во рту...,0,1,0,0,0
"Понравилось все-обстановка, сервис и кухня на высоте!",1,1,0,0,1
Нет зоны для некурящих(((,1,0,0,0,0
НО при этом дымом не пахло (мы были с 16 до 18ч.),1,0,0,0,0
"Придя туда ,меня удивила очень уютная атмосфера,приветливый персонал и конечно же интерьер,отдаю должное хозяевам и дизайнеру!",1,0,0,0,1
"В тот день я пила американо(пожалуй самый вкусный)и ела филадельфию,осталась довольна,продукты свежие,кофе ароматный!",0,1,0,0,0
"Такие стейки редко встретишь в СПб,очень вкусные!",0,1,0,0,0
"Кстати обслуживание очень приятное,их не видно,но тарелки исчезают сразу же.!",0,0,0,0,1
"Интерьер отличный, кухня наивкуснейшая (порции правда меньше чем в других итальянских ресторанах) но мы остались очень довольны, даже объелись, муж особо отметил карпачо, а я десерт ""три шоколада"" полный восторг!!!",1,1,0,0,0
"А вот особенно хотелось остановиться на обслуживании, отдельное спасибо официанту Максиму, нам было очень приятно!",0,0,0,0,1
"Атмосфера заведения тоже порадовала, играла приятная Итальянская музыка, в общем высшая оценка ресторану, ждите нас ещё, мы обязательно придём))))",1,0,0,0,0
"Кухня была нормальная, я бы даже сказал, что вкусно было все приготовлено.",0,1,0,0,0
"При том что ресторан был практически пуст заказ, я ждал больше сорока минут плюс ко всему, про один десерт официантка совсем забыла и несла его еще минут 20.",0,0,0,0,1
"Так что если кто собиреться там пообедать или поужинать, то учтите, что заказ вы можете ждать Очень долго!",0,0,0,0,1
"А мы пришли туда с мужем в обед, мест полно, обслужили быстро.",1,0,0,0,1
"Очень приятная официантка, интерьер понравился, маленькое заведение, но все равно мило.",1,0,0,0,1
"Заказ ждали минут 15, принесли роллы и суши, очень вкусные.",0,1,0,0,1
У них акция сейчас до 17 часов скидка 50% на них...вот мы и назаказали...,0,0,1,0,0
"Муж быстро скис, а я заказала еще порцию роллов, но, увы, уже не таких вкусных...не помню замысловатого названия, но были с зеленым луком и черным перцем..невкусные, сухие...а так вполне отлично.",0,1,0,0,0
"Не буду говорить об интерьере, так как наверно в предыдущих отзывах все уже написано,могу сказать одно-понравилось, кухня тоже нас порадовала- хачапури отличный, хинкали большие,но мясо чуть-чуть суховато,баклажаны запеченные отменные, люля неплох, но не хватало соуса, а официант не предложил дополнительно его заказать.",1,1,0,0,1
"Вот и все хорошее заканчивается, так как сервис в этом заведение на нуле, блюда одновременно не приносили, в итоге я ела,когда все остальные свои блюда уже съели,тарелки грязные со стола не убирали,но самое главное,когда принесли сдачу- чека не было,сразу все хорошие впечатления об этом ресторане испарились,естественно никто к нам больше не подошел,а когда мы уходили никто с нами не попрощался.",0,0,0,0,1
